date,dish,sales
2025-10-01,Grilled lamb skewers,121.0
2025-10-01,Old-jar pickled mustard greens flavor - Jiangtuan,5.0
2025-10-01,Old-jar pickled mustard greens flavor - Sea bass,5.0
2025-10-01,Old-jar pickled mustard greens flavor - Qian fish,5.0
2025-10-01,Garlic flavor - Jiangtuan,8.0
2025-10-01,Garlic flavor - Sea bass,8.0
2025-10-01,Garlic flavor - Qian fish,25.0
2025-10-01,Pickled mustard greens flavor - Jiangtuan,2.0
2025-10-01,Pickled mustard greens flavor - Sea bass,2.0
2025-10-01,Pickled mustard greens flavor - Qian fish,2.0
2025-10-01,Green pepper flavor - Jiangtuan,10.0
2025-10-01,Green pepper flavor - Sea bass,10.0
2025-10-01,Green pepper flavor - Qian fish,10.0
2025-10-01,Mala flavor - Jiangtuan,21.0
2025-10-01,Mala flavor - Sea bass,21.0
2025-10-01,Mala flavor - Qian fish,21.0
2025-10-02,Chicken knee cartilage,56.0
2025-10-02,Grilled lamb skewers,90.0
2025-10-02,Old-jar pickled mustard greens flavor - Jiangtuan,4.0
2025-10-02,Old-jar pickled mustard greens flavor - Sea bass,4.0
2025-10-02,Old-jar pickled mustard greens flavor - Qian fish,4.0
2025-10-02,Garlic flavor - Jiangtuan,11.0
2025-10-02,Garlic flavor - Sea bass,11.0
2025-10-02,Garlic flavor - Qian fish,14.0
2025-10-02,Pickled mustard greens flavor - Jiangtuan,1.0
2025-10-02,Pickled mustard greens flavor - Sea bass,2.0
2025-10-02,Pickled mustard greens flavor - Qian fish,1.0
2025-10-02,Green pepper flavor - Jiangtuan,10.0
2025-10-02,Green pepper flavor - Sea bass,11.0
2025-10-02,Green pepper flavor - Qian fish,10.0
2025-10-02,Mala flavor - Jiangtuan,13.0
2025-10-02,Mala flavor - Sea bass,13.0
2025-10-02,Mala flavor - Qian fish,13.0
2025-10-03,Chicken knee cartilage,42.0
2025-10-03,Grilled lamb skewers,109.0
2025-10-03,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-10-03,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-10-03,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-10-03,Garlic flavor - Jiangtuan,8.0
2025-10-03,Garlic flavor - Sea bass,8.0
2025-10-03,Garlic flavor - Qian fish,18.0
2025-10-03,Pickled mustard greens flavor - Jiangtuan,1.0
2025-10-03,Pickled mustard greens flavor - Sea bass,1.0
2025-10-03,Pickled mustard greens flavor - Qian fish,1.0
2025-10-03,Green pepper flavor - Jiangtuan,7.0
2025-10-03,Green pepper flavor - Sea bass,7.0
2025-10-03,Green pepper flavor - Qian fish,7.0
2025-10-03,Mala flavor - Jiangtuan,16.0
2025-10-03,Mala flavor - Sea bass,16.0
2025-10-03,Mala flavor - Qian fish,16.0
2025-10-04,Chicken knee cartilage,48.0
2025-10-04,Grilled lamb skewers,108.0
2025-10-04,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-10-04,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-10-04,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-10-04,Garlic flavor - Jiangtuan,7.0
2025-10-04,Garlic flavor - Sea bass,7.0
2025-10-04,Garlic flavor - Qian fish,12.0
2025-10-04,Pickled mustard greens flavor - Jiangtuan,1.0
2025-10-04,Pickled mustard greens flavor - Sea bass,1.0
2025-10-04,Pickled mustard greens flavor - Qian fish,1.0
2025-10-04,Green pepper flavor - Jiangtuan,6.0
2025-10-04,Green pepper flavor - Sea bass,6.0
2025-10-04,Green pepper flavor - Qian fish,7.0
2025-10-04,Mala flavor - Jiangtuan,16.0
2025-10-04,Mala flavor - Sea bass,16.0
2025-10-04,Mala flavor - Qian fish,16.0
2025-10-05,Chicken knee cartilage,61.0
2025-10-05,Grilled lamb skewers,133.0
2025-10-05,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-10-05,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-10-05,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-10-05,Garlic flavor - Jiangtuan,7.0
2025-10-05,Garlic flavor - Sea bass,7.0
2025-10-05,Garlic flavor - Qian fish,18.0
2025-10-05,Pickled mustard greens flavor - Jiangtuan,1.0
2025-10-05,Pickled mustard greens flavor - Sea bass,1.0
2025-10-05,Pickled mustard greens flavor - Qian fish,1.0
2025-10-05,Green pepper flavor - Jiangtuan,10.0
2025-10-05,Green pepper flavor - Sea bass,10.0
2025-10-05,Green pepper flavor - Qian fish,10.0
2025-10-05,Mala flavor - Jiangtuan,14.0
2025-10-05,Mala flavor - Sea bass,14.0
2025-10-05,Mala flavor - Qian fish,14.0
2025-10-06,Chicken knee cartilage,93.0
2025-10-06,Grilled lamb skewers,153.0
2025-10-06,Old-jar pickled mustard greens flavor - Jiangtuan,4.0
2025-10-06,Old-jar pickled mustard greens flavor - Sea bass,4.0
2025-10-06,Old-jar pickled mustard greens flavor - Qian fish,4.0
2025-10-06,Garlic flavor - Jiangtuan,13.0
2025-10-06,Garlic flavor - Sea bass,13.0
2025-10-06,Garlic flavor - Qian fish,30.0
2025-10-06,Pickled mustard greens flavor - Jiangtuan,1.0
2025-10-06,Pickled mustard greens flavor - Sea bass,1.0
2025-10-06,Pickled mustard greens flavor - Qian fish,1.0
2025-10-06,Green pepper flavor - Jiangtuan,11.0
2025-10-06,Green pepper flavor - Sea bass,11.0
2025-10-06,Green pepper flavor - Qian fish,11.0
2025-10-06,Mala flavor - Jiangtuan,30.0
2025-10-06,Mala flavor - Sea bass,30.0
2025-10-06,Mala flavor - Qian fish,30.0
2025-10-07,Chicken knee cartilage,74.0
2025-10-07,Grilled lamb skewers,137.0
2025-10-07,Old-jar pickled mustard greens flavor - Jiangtuan,4.0
2025-10-07,Old-jar pickled mustard greens flavor - Sea bass,4.0
2025-10-07,Old-jar pickled mustard greens flavor - Qian fish,4.0
2025-10-07,Garlic flavor - Jiangtuan,12.0
2025-10-07,Garlic flavor - Sea bass,12.0
2025-10-07,Garlic flavor - Qian fish,25.0
2025-10-07,Pickled mustard greens flavor - Jiangtuan,1.0
2025-10-07,Pickled mustard greens flavor - Sea bass,1.0
2025-10-07,Pickled mustard greens flavor - Qian fish,2.0
2025-10-07,Green pepper flavor - Jiangtuan,9.0
2025-10-07,Green pepper flavor - Sea bass,9.0
2025-10-07,Green pepper flavor - Qian fish,9.0
2025-10-07,Mala flavor - Jiangtuan,16.0
2025-10-07,Mala flavor - Sea bass,16.0
2025-10-07,Mala flavor - Qian fish,17.0
2025-10-08,Chicken knee cartilage,36.0
2025-10-08,Grilled lamb skewers,124.0
2025-10-08,Old-jar pickled mustard greens flavor - Jiangtuan,4.0
2025-10-08,Old-jar pickled mustard greens flavor - Sea bass,4.0
2025-10-08,Old-jar pickled mustard greens flavor - Qian fish,4.0
2025-10-08,Garlic flavor - Jiangtuan,9.0
2025-10-08,Garlic flavor - Sea bass,8.0
2025-10-08,Garlic flavor - Qian fish,20.0
2025-10-08,Pickled mustard greens flavor - Jiangtuan,3.0
2025-10-08,Pickled mustard greens flavor - Sea bass,3.0
2025-10-08,Pickled mustard greens flavor - Qian fish,3.0
2025-10-08,Green pepper flavor - Jiangtuan,8.0
2025-10-08,Green pepper flavor - Sea bass,8.0
2025-10-08,Green pepper flavor - Qian fish,8.0
2025-10-08,Mala flavor - Jiangtuan,13.0
2025-10-08,Mala flavor - Sea bass,13.0
2025-10-08,Mala flavor - Qian fish,13.0
2025-10-09,Chicken knee cartilage,12.0
2025-10-09,Grilled lamb skewers,43.0
2025-10-09,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-10-09,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-10-09,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-10-09,Garlic flavor - Jiangtuan,3.0
2025-10-09,Garlic flavor - Sea bass,3.0
2025-10-09,Garlic flavor - Qian fish,6.0
2025-10-09,Pickled mustard greens flavor - Jiangtuan,3.0
2025-10-09,Pickled mustard greens flavor - Sea bass,3.0
2025-10-09,Pickled mustard greens flavor - Qian fish,3.0
2025-10-09,Green pepper flavor - Jiangtuan,6.0
2025-10-09,Green pepper flavor - Sea bass,6.0
2025-10-09,Green pepper flavor - Qian fish,6.0
2025-10-09,Mala flavor - Jiangtuan,11.0
2025-10-09,Mala flavor - Sea bass,11.0
2025-10-09,Mala flavor - Qian fish,11.0
2025-10-10,Chicken knee cartilage,27.0
2025-10-10,Grilled lamb skewers,30.0
2025-10-10,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-10-10,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-10-10,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-10-10,Garlic flavor - Jiangtuan,4.0
2025-10-10,Garlic flavor - Sea bass,4.0
2025-10-10,Garlic flavor - Qian fish,6.0
2025-10-10,Pickled mustard greens flavor - Jiangtuan,1.0
2025-10-10,Pickled mustard greens flavor - Sea bass,1.0
2025-10-10,Pickled mustard greens flavor - Qian fish,1.0
2025-10-10,Green pepper flavor - Jiangtuan,5.0
2025-10-10,Green pepper flavor - Sea bass,5.0
2025-10-10,Green pepper flavor - Qian fish,5.0
2025-10-10,Mala flavor - Jiangtuan,12.0
2025-10-10,Mala flavor - Sea bass,12.0
2025-10-10,Mala flavor - Qian fish,12.0
2025-10-11,Chicken knee cartilage,25.0
2025-10-11,Grilled lamb skewers,59.0
2025-10-11,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-10-11,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-10-11,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-10-11,Garlic flavor - Jiangtuan,6.0
2025-10-11,Garlic flavor - Sea bass,6.0
2025-10-11,Garlic flavor - Qian fish,12.0
2025-10-11,Pickled mustard greens flavor - Jiangtuan,1.0
2025-10-11,Pickled mustard greens flavor - Sea bass,1.0
2025-10-11,Pickled mustard greens flavor - Qian fish,1.0
2025-10-11,Green pepper flavor - Jiangtuan,5.0
2025-10-11,Green pepper flavor - Sea bass,5.0
2025-10-11,Green pepper flavor - Qian fish,5.0
2025-10-11,Mala flavor - Jiangtuan,17.0
2025-10-11,Mala flavor - Sea bass,17.0
2025-10-11,Mala flavor - Qian fish,17.0
2025-10-12,Chicken knee cartilage,34.0
2025-10-12,Grilled lamb skewers,79.0
2025-10-12,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-10-12,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-10-12,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-10-12,Garlic flavor - Jiangtuan,9.0
2025-10-12,Garlic flavor - Sea bass,9.0
2025-10-12,Garlic flavor - Qian fish,19.0
2025-10-12,Green pepper flavor - Jiangtuan,7.0
2025-10-12,Green pepper flavor - Sea bass,7.0
2025-10-12,Green pepper flavor - Qian fish,7.0
2025-10-12,Mala flavor - Jiangtuan,17.0
2025-10-12,Mala flavor - Sea bass,17.0
2025-10-12,Mala flavor - Qian fish,17.0
2025-10-13,Chicken knee cartilage,49.0
2025-10-13,Grilled lamb skewers,38.0
2025-10-13,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-10-13,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-10-13,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-10-13,Garlic flavor - Jiangtuan,2.0
2025-10-13,Garlic flavor - Sea bass,2.0
2025-10-13,Garlic flavor - Qian fish,5.0
2025-10-13,Pickled mustard greens flavor - Jiangtuan,1.0
2025-10-13,Pickled mustard greens flavor - Sea bass,1.0
2025-10-13,Pickled mustard greens flavor - Qian fish,1.0
2025-10-13,Green pepper flavor - Jiangtuan,3.0
2025-10-13,Green pepper flavor - Sea bass,3.0
2025-10-13,Green pepper flavor - Qian fish,3.0
2025-10-13,Mala flavor - Jiangtuan,10.0
2025-10-13,Mala flavor - Sea bass,10.0
2025-10-13,Mala flavor - Qian fish,10.0
2025-10-14,Chicken knee cartilage,34.0
2025-10-14,Grilled lamb skewers,59.0
2025-10-14,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-10-14,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-10-14,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-10-14,Garlic flavor - Jiangtuan,4.0
2025-10-14,Garlic flavor - Sea bass,4.0
2025-10-14,Garlic flavor - Qian fish,7.0
2025-10-14,Pickled mustard greens flavor - Jiangtuan,1.0
2025-10-14,Pickled mustard greens flavor - Sea bass,1.0
2025-10-14,Pickled mustard greens flavor - Qian fish,1.0
2025-10-14,Green pepper flavor - Jiangtuan,4.0
2025-10-14,Green pepper flavor - Sea bass,4.0
2025-10-14,Green pepper flavor - Qian fish,4.0
2025-10-14,Mala flavor - Jiangtuan,10.0
2025-10-14,Mala flavor - Sea bass,10.0
2025-10-14,Mala flavor - Qian fish,10.0
2025-10-15,Chicken knee cartilage,24.0
2025-10-15,Grilled lamb skewers,45.0
2025-10-15,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-10-15,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-10-15,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-10-15,Garlic flavor - Jiangtuan,4.0
2025-10-15,Garlic flavor - Sea bass,4.0
2025-10-15,Garlic flavor - Qian fish,8.0
2025-10-15,Pickled mustard greens flavor - Jiangtuan,1.0
2025-10-15,Pickled mustard greens flavor - Sea bass,1.0
2025-10-15,Pickled mustard greens flavor - Qian fish,2.0
2025-10-15,Green pepper flavor - Jiangtuan,3.0
2025-10-15,Green pepper flavor - Sea bass,3.0
2025-10-15,Green pepper flavor - Qian fish,3.0
2025-10-15,Mala flavor - Jiangtuan,11.0
2025-10-15,Mala flavor - Sea bass,11.0
2025-10-15,Mala flavor - Qian fish,11.0
2025-10-16,Chicken knee cartilage,27.0
2025-10-16,Grilled lamb skewers,35.0
2025-10-16,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-10-16,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-10-16,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-10-16,Garlic flavor - Jiangtuan,3.0
2025-10-16,Garlic flavor - Sea bass,3.0
2025-10-16,Garlic flavor - Qian fish,5.0
2025-10-16,Pickled mustard greens flavor - Jiangtuan,1.0
2025-10-16,Pickled mustard greens flavor - Sea bass,1.0
2025-10-16,Pickled mustard greens flavor - Qian fish,1.0
2025-10-16,Green pepper flavor - Jiangtuan,4.0
2025-10-16,Green pepper flavor - Sea bass,4.0
2025-10-16,Green pepper flavor - Qian fish,4.0
2025-10-16,Mala flavor - Jiangtuan,12.0
2025-10-16,Mala flavor - Sea bass,11.0
2025-10-16,Mala flavor - Qian fish,11.0
2025-10-17,Chicken knee cartilage,31.0
2025-10-17,Grilled lamb skewers,59.0
2025-10-17,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-10-17,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-10-17,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-10-17,Garlic flavor - Jiangtuan,4.0
2025-10-17,Garlic flavor - Sea bass,4.0
2025-10-17,Garlic flavor - Qian fish,8.0
2025-10-17,Pickled mustard greens flavor - Jiangtuan,1.0
2025-10-17,Pickled mustard greens flavor - Sea bass,1.0
2025-10-17,Pickled mustard greens flavor - Qian fish,1.0
2025-10-17,Green pepper flavor - Jiangtuan,6.0
2025-10-17,Green pepper flavor - Sea bass,6.0
2025-10-17,Green pepper flavor - Qian fish,6.0
2025-10-17,Mala flavor - Jiangtuan,19.0
2025-10-17,Mala flavor - Sea bass,19.0
2025-10-17,Mala flavor - Qian fish,19.0
2025-10-18,Chicken knee cartilage,32.0
2025-10-18,Grilled lamb skewers,58.0
2025-10-18,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-10-18,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-10-18,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-10-18,Garlic flavor - Jiangtuan,9.0
2025-10-18,Garlic flavor - Sea bass,10.0
2025-10-18,Garlic flavor - Qian fish,19.0
2025-10-18,Pickled mustard greens flavor - Jiangtuan,1.0
2025-10-18,Pickled mustard greens flavor - Sea bass,1.0
2025-10-18,Pickled mustard greens flavor - Qian fish,1.0
2025-10-18,Green pepper flavor - Jiangtuan,6.0
2025-10-18,Green pepper flavor - Sea bass,7.0
2025-10-18,Green pepper flavor - Qian fish,7.0
2025-10-18,Mala flavor - Jiangtuan,18.0
2025-10-18,Mala flavor - Sea bass,18.0
2025-10-18,Mala flavor - Qian fish,18.0
2025-10-19,Chicken knee cartilage,49.0
2025-10-19,Grilled lamb skewers,80.0
2025-10-19,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-10-19,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-10-19,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-10-19,Garlic flavor - Jiangtuan,9.0
2025-10-19,Garlic flavor - Sea bass,9.0
2025-10-19,Garlic flavor - Qian fish,19.0
2025-10-19,Pickled mustard greens flavor - Jiangtuan,1.0
2025-10-19,Pickled mustard greens flavor - Sea bass,1.0
2025-10-19,Pickled mustard greens flavor - Qian fish,1.0
2025-10-19,Green pepper flavor - Jiangtuan,7.0
2025-10-19,Green pepper flavor - Sea bass,7.0
2025-10-19,Green pepper flavor - Qian fish,7.0
2025-10-19,Mala flavor - Jiangtuan,21.0
2025-10-19,Mala flavor - Sea bass,21.0
2025-10-19,Mala flavor - Qian fish,21.0
2025-10-20,Chicken knee cartilage,41.0
2025-10-20,Grilled lamb skewers,29.0
2025-10-20,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-10-20,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-10-20,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-10-20,Garlic flavor - Jiangtuan,5.0
2025-10-20,Garlic flavor - Sea bass,5.0
2025-10-20,Garlic flavor - Qian fish,6.0
2025-10-20,Pickled mustard greens flavor - Jiangtuan,2.0
2025-10-20,Pickled mustard greens flavor - Sea bass,2.0
2025-10-20,Pickled mustard greens flavor - Qian fish,3.0
2025-10-20,Green pepper flavor - Jiangtuan,7.0
2025-10-20,Green pepper flavor - Sea bass,7.0
2025-10-20,Green pepper flavor - Qian fish,8.0
2025-10-20,Mala flavor - Jiangtuan,16.0
2025-10-20,Mala flavor - Sea bass,16.0
2025-10-20,Mala flavor - Qian fish,17.0
2025-10-21,Chicken knee cartilage,52.0
2025-10-21,Grilled lamb skewers,40.0
2025-10-21,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-10-21,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-10-21,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-10-21,Garlic flavor - Jiangtuan,3.0
2025-10-21,Garlic flavor - Sea bass,3.0
2025-10-21,Garlic flavor - Qian fish,7.0
2025-10-21,Green pepper flavor - Jiangtuan,5.0
2025-10-21,Green pepper flavor - Sea bass,5.0
2025-10-21,Green pepper flavor - Qian fish,5.0
2025-10-21,Mala flavor - Jiangtuan,13.0
2025-10-21,Mala flavor - Sea bass,13.0
2025-10-21,Mala flavor - Qian fish,13.0
2025-10-22,Chicken knee cartilage,25.0
2025-10-22,Grilled lamb skewers,10.0
2025-10-22,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-10-22,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-10-22,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-10-22,Garlic flavor - Jiangtuan,4.0
2025-10-22,Garlic flavor - Sea bass,4.0
2025-10-22,Garlic flavor - Qian fish,7.0
2025-10-22,Pickled mustard greens flavor - Jiangtuan,2.0
2025-10-22,Pickled mustard greens flavor - Sea bass,2.0
2025-10-22,Pickled mustard greens flavor - Qian fish,2.0
2025-10-22,Green pepper flavor - Jiangtuan,4.0
2025-10-22,Green pepper flavor - Sea bass,4.0
2025-10-22,Green pepper flavor - Qian fish,4.0
2025-10-22,Mala flavor - Jiangtuan,12.0
2025-10-22,Mala flavor - Sea bass,12.0
2025-10-22,Mala flavor - Qian fish,12.0
2025-10-23,Chicken knee cartilage,34.0
2025-10-23,Grilled lamb skewers,50.0
2025-10-23,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-10-23,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-10-23,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-10-23,Garlic flavor - Jiangtuan,5.0
2025-10-23,Garlic flavor - Sea bass,4.0
2025-10-23,Garlic flavor - Qian fish,9.0
2025-10-23,Pickled mustard greens flavor - Jiangtuan,2.0
2025-10-23,Pickled mustard greens flavor - Sea bass,1.0
2025-10-23,Pickled mustard greens flavor - Qian fish,2.0
2025-10-23,Green pepper flavor - Jiangtuan,5.0
2025-10-23,Green pepper flavor - Sea bass,5.0
2025-10-23,Green pepper flavor - Qian fish,5.0
2025-10-23,Mala flavor - Jiangtuan,15.0
2025-10-23,Mala flavor - Sea bass,15.0
2025-10-23,Mala flavor - Qian fish,15.0
2025-10-24,Chicken knee cartilage,35.0
2025-10-24,Grilled lamb skewers,41.0
2025-10-24,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-10-24,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-10-24,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-10-24,Garlic flavor - Jiangtuan,4.0
2025-10-24,Garlic flavor - Sea bass,4.0
2025-10-24,Garlic flavor - Qian fish,12.0
2025-10-24,Pickled mustard greens flavor - Jiangtuan,1.0
2025-10-24,Pickled mustard greens flavor - Sea bass,1.0
2025-10-24,Pickled mustard greens flavor - Qian fish,1.0
2025-10-24,Green pepper flavor - Jiangtuan,6.0
2025-10-24,Green pepper flavor - Sea bass,6.0
2025-10-24,Green pepper flavor - Qian fish,6.0
2025-10-24,Mala flavor - Jiangtuan,21.0
2025-10-24,Mala flavor - Sea bass,21.0
2025-10-24,Mala flavor - Qian fish,21.0
2025-10-25,Chicken knee cartilage,71.0
2025-10-25,Grilled lamb skewers,69.0
2025-10-25,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-10-25,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-10-25,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-10-25,Garlic flavor - Jiangtuan,7.0
2025-10-25,Garlic flavor - Sea bass,7.0
